region_id,constraint_order,constraint_name,A_T,A_Cao,B_Ca,B_Cb,B_Cc,b
11,0,reaction_linearized,-0.04790192979376194,1.0,-2.4265707744091527,-1.7681975291634782,0.407066025359728,-18.124992934259787
11,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
12,0,reaction_linearized,-0.05907521413746203,1.0,-7.089694693411881,-4.606486700510337,1.5240406819607994,-25.934643808747687
12,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
13,0,reaction_linearized,-0.063750049226026,1.0,-6.318982167631981,-5.318982167631982,1.5240406819607994,-27.98694585549827
13,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
14,0,reaction_linearized,-0.06772525838659754,1.0,-5.704620190394434,-6.008286917300578,1.5240406819607994,-29.7321047203447
14,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
15,0,reaction_linearized,-0.10354414554962199,1.0,-21.758084927101766,-15.36954251855241,5.077101861982213,-54.10000765792881
15,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
16,0,reaction_linearized,-0.11149755930201233,1.0,-18.848275598224742,-17.84827559822474,5.077101861982213,-58.255527437700366
16,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
17,0,reaction_linearized,-0.11816406934554424,1.0,-16.578486388932888,-20.246587911056437,5.077101861982213,-61.73866250528261
17,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
18,0,reaction_linearized,-0.22397731896442963,1.0,-67.01598724334382,-48.160392664337806,15.274473984960519,-134.01918927890176
18,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
19,0,reaction_linearized,-0.2408909565981021,1.0,-57.159171207752735,-56.159171207752664,15.274473984960519,-144.13964260829394
19,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
20,0,reaction_linearized,-0.2549312856996324,1.0,-49.58188857839496,-63.899355533916584,15.274473984960519,-152.54082149594194
20,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
21,0,reaction_linearized,-0.5235958454956484,1.0,-194.1457102395793,-139.18241305370114,42.01882772205156,-343.70963543214
21,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
22,0,reaction_linearized,-0.5626506893131626,1.0,-163.8719786153914,-162.87197861539244,42.01882772205156,-369.3468253484747
22,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
23,0,reaction_linearized,-0.5948155817809786,1.0,-140.8757038124646,-185.79836914167643,42.01882772205156,-390.46117061865476
23,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
24,0,reaction_linearized,-1.2094215866127112,1.0,-522.2855270995718,-371.45670626505853,106.80763612533232,-851.4908945609094
24,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
25,0,reaction_linearized,-1.2987342560358837,1.0,-437.10635106728324,-436.10635106729336,106.80763612533232,-914.3713041918912
25,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
26,0,reaction_linearized,-1.3717694196037584,1.0,-373.0950075838541,-498.68064984909626,106.80763612533232,-965.7915677701087
26,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
27,0,reaction_linearized,-2.6702913771432897,1.0,-1307.9018965103735,-921.4658720802001,253.1106148126429,-1995.9702031793224
27,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
28,0,reaction_linearized,-2.865817454880151,1.0,-1086.2432156969721,-1085.243215697071,253.1106148126429,-2142.1206302255305
28,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
29,0,reaction_linearized,-3.0246493486935258,1.0,-921.3345724004073,-1243.781982020019,253.1106148126429,-2260.8431524489997
29,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
30,0,reaction_linearized,-5.592688441752287,1.0,-3067.0500957328977,-2140.0171594723715,563.4775053043785,-4416.343102785442
30,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
31,0,reaction_linearized,-5.999198460134487,1.0,-2529.053853390605,-2528.0538533908684,563.4775053043785,-4737.349311980404
31,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
32,0,reaction_linearized,-6.327345033421771,1.0,-2132.595996741927,-2903.7239194638473,563.4775053043785,-4996.474752407657
32,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
