region_id,constraint_order,constraint_name,A_T,A_Cao,B_Ca,B_Cb,B_Cc,b
14,0,reaction_linearized,-2.046190946223838,1.0,-595.4373806189138,-790.3041100188811,165.82663778940855,-1485.6440374574188
14,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
15,0,reaction_linearized,-2.668153358503762,1.0,-1325.0821914477563,-916.7886755014089,253.96759142257795,-1994.83380907723
15,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
16,0,reaction_linearized,-2.8583984572773566,1.0,-1107.8965178556157,-1074.2000850842085,253.96759142257795,-2137.069769328638
16,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
17,0,reaction_linearized,-3.0276946316145015,1.0,-930.9752730128814,-1241.3444143496656,253.96759142257795,-2263.6433529792257
17,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
18,0,reaction_linearized,-3.65520327712062,1.0,-1905.3823716959155,-1312.660261918432,357.1499962651655,-2797.3287771040605
18,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
19,0,reaction_linearized,-3.9150427777866135,1.0,-1588.3995032922526,-1539.9664939184681,357.1499962651655,-2996.1840684611893
19,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
20,0,reaction_linearized,-4.145653849949504,1.0,-1331.225139569982,-1781.3462396835341,357.1499962651655,-3172.670829818067
20,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
21,0,reaction_linearized,-4.749453822791402,1.0,-2577.009639908948,-1768.8822042175166,474.15684334293644,-3706.1288200661356
21,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
22,0,reaction_linearized,-5.086258769741583,1.0,-2143.0065278242614,-2077.38524107212,474.15684334293644,-3968.946939202895
22,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
23,0,reaction_linearized,-5.384509406517132,1.0,-1792.0846606137547,-2405.0110045954325,474.15684334293644,-4201.680074801065
23,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
24,0,reaction_linearized,-5.940283996743922,1.0,-3335.298561721958,-2282.0937794747474,604.006232316175,-4713.401357276321
24,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
25,0,reaction_linearized,-6.360679433226281,1.0,-2767.7161921797183,-2682.5617252850743,604.006232316175,-5046.96999170438
25,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
26,0,reaction_linearized,-6.732234916166448,1.0,-2310.126289395433,-3107.8778432285053,604.006232316175,-5341.785882418293
26,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
27,0,reaction_linearized,-7.2192390941108755,1.0,-4176.268219487267,-2849.4501340454663,745.8898549382818,-5812.7104627995395
27,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
28,0,reaction_linearized,-7.729258445443378,1.0,-3459.131827860628,-3352.1919763199226,745.8898549382818,-6223.362441640218
28,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
29,0,reaction_linearized,-8.179263117633312,1.0,-2882.453441462259,-3886.1557419781952,745.8898549382818,-6585.692436844419
29,1,mass_balance,0.0,-1.0,1.0,1.0,1.0,2.0
