region_id,constraint_order,constraint_name,A_T,A_Cao,B_Ca,B_Cb,B_Cc,b
19,0,reaction_linearized,-0.24089095659810211,1,-57.159171207752735,-56.159171207752664,15.274473984960519,-144.13964260829394
19,1,mass_balance,0,-1,1,1,1,2
20,0,reaction_linearized,-0.2549312856996313,1,-49.581888578394953,-63.89935553391657,15.274473984960519,-152.54082149594151
20,1,mass_balance,0,-1,1,1,1,2
21,0,reaction_linearized,-0.52359584549564842,1,-194.1457102395793,-139.18241305370114,42.018827722051562,-343.70963543213998
21,1,mass_balance,0,-1,1,1,1,2
22,0,reaction_linearized,-0.56265068931316176,1,-163.87197861539141,-162.87197861539235,42.018827722051562,-369.34682534847434
22,1,mass_balance,0,-1,1,1,1,2
23,0,reaction_linearized,-0.59481558178097682,1,-140.87570381246454,-185.7983691416764,42.018827722051562,-390.46117061865402
23,1,mass_balance,0,-1,1,1,1,2
24,0,reaction_linearized,-1.2094215866127112,1,-522.28552709957182,-371.45670626505853,106.80763612533232,-851.4908945609094
24,1,mass_balance,0,-1,1,1,1,2
25,0,reaction_linearized,-1.2987342560358801,1,-437.10635106728324,-436.10635106729325,106.80763612533232,-914.37130419188986
25,1,mass_balance,0,-1,1,1,1,2
26,0,reaction_linearized,-1.3717694196037584,1,-373.09500758385411,-498.68064984909626,106.80763612533232,-965.79156777010871
26,1,mass_balance,0,-1,1,1,1,2
27,0,reaction_linearized,-2.6702913771432897,1,-1307.9018965103735,-921.46587208020014,253.11061481264289,-1995.9702031793224
27,1,mass_balance,0,-1,1,1,1,2
28,0,reaction_linearized,-2.8658174548801405,1,-1086.2432156969719,-1085.2432156970708,253.11061481264289,-2142.1206302255259
28,1,mass_balance,0,-1,1,1,1,2
29,0,reaction_linearized,-3.0246493486935222,1,-921.33457240040707,-1243.7819820200189,253.11061481264289,-2260.8431524489979
29,1,mass_balance,0,-1,1,1,1,2
30,0,reaction_linearized,-5.5926884417522658,1,-3067.0500957328973,-2140.0171594723715,563.4775053043785,-4416.3431027854331
30,1,mass_balance,0,-1,1,1,1,2
31,0,reaction_linearized,-5.9991984601344868,1,-2529.0538533906051,-2528.0538533908684,563.4775053043785,-4737.3493119804043
31,1,mass_balance,0,-1,1,1,1,2
32,0,reaction_linearized,-6.32734503342175,1,-2132.5959967419267,-2903.723919463846,563.4775053043785,-4996.4747524076465
32,1,mass_balance,0,-1,1,1,1,2
